Date,Current Red-Phase: Aksum (A),Current White-Phase: Aksum (A),Current Blue-Phase: Aksum (A),Current Red-Phase: Maps (A),Current White-Phase: Maps (A),Current Blue-Phase: Maps (A),Current Red-Phase: Songhai (A),Current White-Phase: Songhai (A),Current Blue-Phase: Songhai (A)
08/01/2020 22:00,76.3,59.2,55,33.5,32.4,24,19,17.5,4.9
08/01/2020 23:00,42.8,31.1,27,36.6,36.2,23,24.8,22.9,11.1
09/01/2020 00:00,22.2,12.2,7.2,31.5,30.4,18.5,18.9,17.7,5.2
09/01/2020 01:00,21.1,11.9,5.7,31.5,29.4,18.2,20.3,19.7,7.6
09/01/2020 02:00,43.8,35.9,30.2,28.9,28,16.8,19.6,18,6.6
09/01/2020 03:00,19.6,10.4,5.4,28.8,27,16.3,32.7,31.5,20.6
09/01/2020 04:00,19.3,11.2,6.5,26.9,25,14.7,28.1,27.1,16.3
09/01/2020 05:00,35,26.2,21.5,24.5,22.3,12.3,15.1,14.5,9.3
09/01/2020 12:00,20.4,11.1,8.4,24.3,24,11.2,14.3,14.8,4.3
09/01/2020 13:00,23.3,13.1,10.7,25.5,25.4,12.8,15.1,12.8,2.1
09/01/2020 14:00,19.5,9.1,6.1,32,28.5,17.9,15.4,13.6,2.7
09/01/2020 15:00,20.8,8.4,4.4,26.7,21.5,14,17.2,15.7,3.8
09/01/2020 16:00,41,26.7,24.6,24,19.8,11.9,17.6,16.3,5.4
09/01/2020 17:00,30.2,17.7,16.6,25,21.2,13.2,16.9,13.9,2.6
09/01/2020 18:00,21.7,8.5,6.1,25.5,22.2,16,19.2,13.3,3.1
09/01/2020 19:00,21.9,9.1,6.3,25.7,21.4,14.2,17.2,13.5,2.8
09/01/2020 20:00,23,13.9,11,31,24,17.9,16.5,16.6,6.2
09/01/2020 21:00,47.4,37.4,33,29.4,27.3,16,17.9,15.6,4.6
09/01/2020 22:00,39.4,26.3,23.6,29,25.2,15.9,21.5,20,8.4
09/01/2020 23:00,40.8,30.1,27,30,26.8,17.7,20.2,21.3,9.9
10/01/2020 00:00,26.2,16.5,12.3,27.9,25.4,15.9,21.1,20.3,7.8
10/01/2020 01:00,41.4,28.6,24.7,25.7,23.6,14.5,22.1,22.3,10.3
10/01/2020 02:00,44.6,34,31,27.6,25.4,16.2,20.2,19.5,8.6
10/01/2020 03:00,19.6,8.9,5,27.8,28,18.5,28.1,27.4,16.6
10/01/2020 04:00,19.6,9.1,5,25.1,22.9,13.6,31.5,30.7,20.2
10/01/2020 05:00,36.4,26.1,23.3,26.2,24.7,15.1,27,26.1,15.2
10/01/2020 06:00,38.6,28.2,24.8,26.1,24.3,14.5,25.5,23.7,12.7
10/01/2020 07:00,53,43.3,40.7,27.1,22.7,13.3,18.6,17.8,7.1
10/01/2020 08:00,19.7,8.9,4.7,25.3,21.8,12.4,17.9,16.5,6
10/01/2020 09:00,20.1,8.3,4.6,24,20.8,11.5,16.4,14.8,3.9
10/01/2020 10:00,20,8.8,4.7,24,20.6,11.8,14.4,13.1,1.7
10/01/2020 11:00,34.8,23.3,20.7,25.6,22.2,12.9,14.6,13.1,2.3
10/01/2020 12:00,24.3,10.9,8,26.3,22.4,13.3,14.6,13.8,3.5
10/01/2020 13:00,21.4,9.1,6.2,27.2,22,13.4,15,13,1.6
10/01/2020 14:00,20.3,8.3,4.8,27,22,12.8,15.5,13.5,1.5
10/01/2020 15:00,21.5,12.8,9.4,26,21.6,11.8,15,13.3,1.6
10/01/2020 16:00,19.1,8.5,5.1,26.6,22.6,13,16.1,13.1,1.8
10/01/2020 17:00,19,8.9,5.6,29.6,25.6,17,18,13.4,2
10/01/2020 18:00,19.4,9.1,6.5,31.6,25.3,16.9,15.6,13.2,2.5
10/01/2020 19:00,27.9,14.5,13,27.2,21.8,13,19,14.7,2.7
10/01/2020 20:00,54.9,35.7,40.3,29.3,25,17.3,20.2,17.8,5.6
10/01/2020 21:00,40,26.7,28.1,33.3,26.2,16.1,17.9,17.3,5
10/01/2020 22:00,70,58.4,57.6,29,26.4,15.8,21.7,22.6,11.6
10/01/2020 23:00,44,31.6,31.1,39.1,33.1,22.8,25.4,22.8,9.6
11/01/2020 00:00,22.8,11.3,8.6,31.2,24.3,14.4,23,22.5,8.8
11/01/2020 01:00,24,11.5,8.2,29.4,24.7,14.3,33.8,32.3,21.5
11/01/2020 02:00,39.3,27.6,24.7,27.6,24.7,15.1,32.8,32,20.8
11/01/2020 03:00,20.6,8.9,6,28.3,24.1,15.5,28,26.2,15.7
11/01/2020 04:00,20.8,8.6,5.7,28.6,25.3,16.6,26.4,24.1,14.3
11/01/2020 05:00,45.5,37.3,35.8,27.1,23.9,15.2,23.7,22,11.7
11/01/2020 06:00,38.3,26.9,24.3,23.9,21.9,12.6,21,19.5,8.5
11/01/2020 07:00,39.2,27.2,25,24.6,22.6,13.6,18.7,17.5,6.7
11/01/2020 08:00,25.6,13.5,10.1,25.3,21.2,11.5,18.5,16.6,6.1
11/01/2020 09:00,20.4,9.6,6.3,23.1,20.3,11.3,18.7,17.9,6.6
11/01/2020 10:00,22.8,9.3,6.3,22.8,19.8,11.1,18.3,16.5,5.5
11/01/2020 11:00,25.6,12.3,9.3,24.9,26.2,17.3,17.5,16.6,5.8
11/01/2020 12:00,32,16.4,13.8,27.5,23.3,14.1,21,20.2,4.5
11/01/2020 13:00,24.2,11.9,8.2,31.4,27.5,18.2,13.8,14.8,2.1
11/01/2020 14:00,25.3,13.4,11,26.4,21.7,12.2,16.9,14.8,2.8
11/01/2020 15:00,20.9,8.3,7.2,29.5,24.3,15.3,20.3,16.1,2.6
11/01/2020 16:00,20.9,11.1,8.2,31.7,27.1,21.6,16.9,14.3,2.1
11/01/2020 17:00,23.3,13.8,12,24.7,24.5,12.2,17.2,13.3,2.5
11/01/2020 18:00,21.5,11.3,9.8,25.1,21.6,13.7,18,13.4,2.9
11/01/2020 19:00,27,15.4,11.8,31.4,25.8,15.7,23.5,14.7,3
11/01/2020 20:00,29.9,17.1,13.7,31,27.1,18.2,16.3,15.6,2.8
11/01/2020 21:00,43.5,29.3,26.9,36.3,27.8,16.5,22.2,19.7,9.5
11/01/2020 22:00,65.4,53.4,51.2,35.5,31,19.9,21.3,20.7,7.4
11/01/2020 23:00,52.6,40.5,38.8,39,37.4,23.9,23.8,21.1,9.2
12/01/2020 00:00,36.4,21.2,18.3,34.5,31.4,19,19.9,18.4,5.8
12/01/2020 01:00,33.5,14.2,10.3,31.9,28.9,17.5,20,19,6.6
12/01/2020 02:00,24.9,14.4,9.4,32.8,28.3,17.9,20.9,19.6,7.6
12/01/2020 03:00,27.9,17.1,12.5,28.7,26.3,15.3,22,21,8.6
12/01/2020 04:00,43.4,32.4,28.9,28.7,27.7,17.1,21.1,19.6,8.3
12/01/2020 05:00,43.5,32.9,29.5,28.5,27.5,16.7,20.2,18.4,7.1
12/01/2020 06:00,34.6,23.8,19.6,25.1,23.6,12.7,19.9,18.1,6.3
12/01/2020 07:00,33.1,22.2,18,25.9,24.8,14,20.2,18.4,7.1
12/01/2020 08:00,23.8,14.4,10.3,29.3,27.7,16.4,20.2,18.7,7.1
12/01/2020 09:00,21,9.9,5.6,31.8,29,17.5,17.9,16.8,4.5
12/01/2020 10:00,30,18.9,14.1,27.5,24.9,13.8,17.5,14.2,2.1
12/01/2020 11:00,22.6,9.4,5.4,30.3,26.4,13.7,24,19.6,5.1
12/01/2020 12:00,26.2,10.2,8.2,27.3,25,14.7,21.4,15.1,2.7
12/01/2020 13:00,24.8,10.7,5.8,31.6,32.4,24,18.7,14.2,2.1
12/01/2020 14:00,22.6,10.9,6.3,29.9,30.8,17.1,16.3,14.6,1.9
12/01/2020 15:00,25.2,10.7,6,31.1,32.6,23.2,15.8,14.6,2
12/01/2020 16:00,25.3,10.5,6.4,31.6,32,20,16.7,14.8,2.2
12/01/2020 17:00,32.2,11.5,6.9,29.9,27.2,17.5,17.6,25.6,13.7
12/01/2020 18:00,27.9,10.3,7.4,29.8,28.4,19.3,20.3,18.4,6.5
12/01/2020 19:00,23.2,10.8,7.4,29.8,33.3,16.2,18.2,16.1,3.9
12/01/2020 20:00,29.1,13.5,9.9,32.3,32.9,15.6,19.2,18.1,3.6
12/01/2020 21:00,30.2,24.4,17.5,31.2,30,16.1,24,23.4,7.1
12/01/2020 22:00,73.6,59.8,56.7,29.7,30.6,16.9,18.6,17.1,3.4
12/01/2020 23:00,43,28.5,24.6,31.5,30.8,18,21.4,20.6,6.6
13/01/2020 00:00,39.7,27.5,21.5,30.3,31.1,18.2,25.1,21.4,5.2
13/01/2020 01:00,29.5,20.2,12.1,29,27,18.1,19.9,17.6,5
13/01/2020 02:00,46.2,35.2,27.9,28.5,26.9,16.5,20,17.5,5.1
13/01/2020 03:00,20.3,11.5,6.2,29.7,29.6,20.3,22.6,19.8,8.6
13/01/2020 04:00,19.9,11.2,6.1,30.2,27.3,17.7,32.1,28.4,17.4
13/01/2020 05:00,67.4,55.9,52.5,30,28.1,18.6,33,30.7,19.8
13/01/2020 06:00,38.2,25,19.3,27.3,28.8,19.1,29.8,27.3,16.5
13/01/2020 07:00,35,22.4,18.4,28,24,14.9,29.4,26.8,16.5
13/01/2020 08:00,22.4,11.7,6.1,34.3,29.1,19.7,26.6,22.4,11.7
13/01/2020 09:00,30,18.7,14.3,32.1,31.5,22.1,19.1,16.7,4.8
13/01/2020 10:00,21.1,10.8,7.1,33.5,30.5,21.6,18.1,17,4.3
13/01/2020 11:00,23.3,15.2,9.2,35.1,31.9,22.6,19,16.3,3.5
13/01/2020 12:00,29.4,13.4,8.8,31.4,28.9,23,22.7,15.4,2.7
13/01/2020 13:00,23.3,12.6,7.6,31.7,28.2,20,22.7,15.2,2.7
13/01/2020 14:00,21.8,11.1,6.5,33.8,28.4,18.2,22.7,14.7,2.9
13/01/2020 15:00,22.8,10.5,7.3,31.1,25.8,15.8,23.5,18.1,5.7
13/01/2020 16:00,40.1,25,20.6,30.4,24.5,14.7,18.8,16.1,4
13/01/2020 17:00,24.3,11.5,6,31,26.8,16.5,20.5,17.4,6.6
13/01/2020 18:00,25.2,13.3,9.3,30.9,26.8,18.3,19.5,14.3,6.2
13/01/2020 19:00,32.1,19.4,15.4,33,28.5,16.1,26.9,16.3,5.1
13/01/2020 20:00,44.1,26.3,20.9,33.5,33.7,24.2,23.6,17,3.6
13/01/2020 21:00,53.2,34.1,27.2,36.3,34.4,20.3,20.2,16.9,3.5
13/01/2020 22:00,67.2,53.9,46.4,34.6,39.5,20.1,21.2,17.4,3.4
13/01/2020 23:00,49.6,37.4,32.9,34.8,33.8,19.5,22.4,19.9,6.5
14/01/2020 00:00,40,30.7,23.8,30.4,30,17.6,20.9,18.1,5.6
14/01/2020 01:00,24.5,18.1,10.6,27.5,27.4,15.9,18.7,15.7,5.2
14/01/2020 02:00,23.8,17.5,9.9,28.8,28.4,17.6,18.4,16,5.3
14/01/2020 03:00,18.7,12.4,5.4,24.4,25.5,14.8,18.7,15.8,5.5
14/01/2020 04:00,33.8,27.4,21.3,24.3,25.3,15.2,21.7,18.4,8.4
14/01/2020 05:00,42.8,34.3,27.6,24.7,25.9,15.4,20.6,16.9,6.8
14/01/2020 06:00,35,28.8,20,23.1,24,13,21.4,17.4,6.1
14/01/2020 07:00,42.6,34.7,28.8,23.5,23.3,12.6,21.9,20.7,9.4
14/01/2020 08:00,20.6,14.8,8.3,28.3,25.1,14.4,22.7,19.7,8.3
14/01/2020 09:00,24.4,16.9,11.6,23.6,22.3,11.8,19.5,18.3,5.9
14/01/2020 10:00,25.8,14.6,10.5,28.8,30.2,20.2,20.3,20.6,7.5
14/01/2020 11:00,25.3,11.2,5.5,31.4,28,18,18.9,18,5.5
14/01/2020 12:00,22.6,11.3,6.1,33.6,30.2,18.5,16.7,15.9,2.6
14/01/2020 13:00,24.7,12.6,6.7,32.4,28.5,15.7,17.2,15.9,2.9
14/01/2020 14:00,24,12.1,5.4,32.6,27.9,17.2,16.6,16.1,2.7
14/01/2020 15:00,27,15.1,8.6,29.8,25.7,14.8,16.3,15.3,2.6
14/01/2020 16:00,22.3,12.1,5.8,30.7,27.3,15.3,18.9,14.1,2.6
14/01/2020 17:00,23,11.7,6.3,30.4,27.3,15.6,16.9,16.1,5.3
14/01/2020 18:00,22.6,11.4,7.8,29.7,25.7,14.9,23,17.1,6.3
14/01/2020 19:00,31.2,15.6,8.9,30.1,26,15.4,28.2,16.1,4
14/01/2020 20:00,41,16.6,10,37.7,28.4,17.1,25.6,18.9,4.7
14/01/2020 21:00,37.2,21,18,36.9,28.3,18.4,22.9,18.2,3.9
14/01/2020 22:00,73.7,61.3,57,34.8,30.5,19.2,20.2,18.1,4
14/01/2020 23:00,48.4,38.9,32.2,31.8,28.8,14.9,22.1,19.3,8
15/01/2020 00:00,26.1,15.9,8.4,33.1,30.7,17.3,20.1,18.3,3.9
15/01/2020 01:00,27.4,17.1,10.4,34.1,30,18.7,22.8,20,7.4
15/01/2020 02:00,48.6,36.5,31.5,35.2,29.8,19.1,21.3,18.2,6.8
15/01/2020 03:00,31.9,21.7,15.7,32,28.6,17.8,20.2,17.2,5.8
15/01/2020 04:00,36.6,26.5,20.8,30.6,27.5,17,23.3,21.1,9.5
15/01/2020 05:00,44.6,34.8,30.8,31.6,27.6,17.1,24.6,22,10.6
15/01/2020 06:00,36.3,26.3,21.3,30.7,26.7,15.6,33.5,30.9,18.9
15/01/2020 07:00,31.3,22,17,30.7,26.5,16.5,33,30.9,18.6
15/01/2020 08:00,40.7,30.4,25.8,37.9,30.7,19.6,29.8,26.5,16.1
15/01/2020 09:00,21.9,12.4,7,37.8,30.2,18,29.2,24.8,13.4
15/01/2020 10:00,22.4,11.3,6.3,37,37.5,19.1,29.7,25.6,9.4
15/01/2020 11:00,29.1,13.4,7.4,33.6,33,17.9,23.1,21.1,9.1
15/01/2020 12:00,32.2,16.4,11.2,34.8,33.2,22.4,20.4,15,2.4
15/01/2020 13:00,28.2,15.7,12.8,34.1,28,18.2,21,18.5,5.1
15/01/2020 14:00,24.1,12.4,7,36.1,29.2,17.9,18.5,16.7,4.6
15/01/2020 15:00,28.8,12.6,7,36,28.2,17.8,18.3,15,3
15/01/2020 16:00,23.6,12.3,6.2,38.1,27.8,17.6,19.2,15,2.7
15/01/2020 17:00,23.4,12.2,7.5,33.2,26.8,17.5,19.6,16.5,4.5
15/01/2020 18:00,31.6,12.8,7.6,32.8,28.8,20.4,21.9,16.7,9.3
15/01/2020 19:00,26.7,17.7,10.7,35.7,31.2,16.6,21.4,18.4,9
15/01/2020 20:00,47.1,35.2,29.1,37.2,31.8,19.4,29.9,20.8,6.6
15/01/2020 21:00,74.7,61.8,60.6,39.9,37,22.2,24.7,24.2,11
15/01/2020 22:00,88.4,75.7,71.8,40,37.3,22.1,29.6,27.3,12.4
15/01/2020 23:00,45.4,34.6,28.6,38.7,32.8,21.7,23.6,22,7.6
16/01/2020 00:00,31,19.8,11.7,37,30.9,18.7,25.1,24.1,10.5
16/01/2020 01:00,25.8,14.6,8,35.8,30.2,18.9,23.9,22.6,8.7
16/01/2020 02:00,40,26.7,21.3,35.7,31,19.1,22.5,20.5,7.6
16/01/2020 03:00,35.6,25.4,19.9,32.4,28.5,17.5,22.3,20.8,8.2
16/01/2020 04:00,22.1,12.2,6.1,31.9,27.3,17,26.6,24,12.9
16/01/2020 05:00,62.4,50.7,46.7,32.9,28.2,18.1,34.2,31.3,20.6
16/01/2020 06:00,34.9,24,18.2,30.7,26.3,15.4,30.5,28.3,16.3
16/01/2020 07:00,33.8,24.4,18.3,31.7,25.4,14.8,30.2,27.7,16.2
16/01/2020 08:00,25.7,16.8,10.8,35,27.3,16.8,29.7,26.2,14.6
16/01/2020 09:00,32.1,21.1,16,33.6,27.2,16.9,22,19.8,9.1
16/01/2020 10:00,34.3,23.1,18,35.1,29.2,18.8,20.5,17.3,6.2
16/01/2020 11:00,23.7,12.1,7,35.4,27.9,17.5,25.1,23.3,9
16/01/2020 12:00,22.4,12.1,6.4,37.7,32.8,21.5,24.6,19.6,7.1
16/01/2020 13:00,22,12.9,6.6,39.2,35.1,23,29.1,22.1,5.4
16/01/2020 14:00,23.7,12.7,5.9,47.8,41.2,29.3,21.3,17.2,4.7
16/01/2020 15:00,27.8,15.9,9.7,41.8,37.3,23.8,29.5,19.8,4.2
16/01/2020 16:00,22.7,12.7,6.8,36.3,33.4,26.1,22.8,15.3,2.7
16/01/2020 17:00,23.9,12.5,5.6,32.9,28.9,19.3,24.2,16.2,3.1
16/01/2020 18:00,22.5,14.5,7.1,41.1,37.4,26.6,22.2,16.5,3.4
16/01/2020 19:00,34.8,18.1,13.8,39.6,33.1,21.1,23.1,16.4,5.8
16/01/2020 20:00,61.3,42.4,38.1,38.5,40,23.1,25.5,19.2,7.2
16/01/2020 21:00,60.8,42,35.3,38.6,37.3,24.5,31.6,25.3,14
16/01/2020 22:00,84.7,67.2,60.6,39,33.8,21.1,30,25.1,11.2
16/01/2020 23:00,57.6,48.2,40,37.3,32.6,19.6,26.3,23.4,8.6
17/01/2020 00:00,25.2,15.2,8.2,36.1,33.2,19.3,27.7,23.4,10
17/01/2020 01:00,23.8,14.2,6.1,31.2,29.1,16.7,27.8,21.7,9.6
17/01/2020 02:00,23,13.1,5.8,32.3,28.4,18.4,27.9,23.2,11.3
17/01/2020 03:00,37.2,28.6,22.1,31.9,27.1,16.5,36.6,31.3,20.7
17/01/2020 04:00,35.3,26.1,20.1,30,25.4,15.2,35.1,30,19.5
17/01/2020 05:00,39,28.4,23.2,31.5,25.9,16.1,29.3,24.8,13.9
17/01/2020 06:00,16.8,12.1,8.7,30.5,25.7,15.3,28.2,23.4,11.9
17/01/2020 12:00,33.5,20.2,14.2,34.8,29,17.7,25,16.5,3
17/01/2020 13:00,26.2,12.9,8.8,37.5,29.5,17.2,20.8,15.6,4
17/01/2020 14:00,23.1,13.8,6.4,34.1,28.2,16.5,19.3,16.5,3.9
17/01/2020 15:00,20.8,12.7,6.9,32.1,31,20.5,17.6,13.8,2.5
17/01/2020 16:00,17.8,8.8,4.1,32.9,27.5,19.5,18,11.7,2.7
17/01/2020 17:00,18.3,9.6,4.9,33.5,30.9,20.8,18.4,12.7,2.8
17/01/2020 18:00,19.5,10.5,5.9,27.8,22.8,14.7,17.8,12.9,4
17/01/2020 19:00,25,13.4,7.7,32.8,26.6,16.4,21.1,16.9,6.7
17/01/2020 20:00,35.3,24.9,16.2,34.7,28.8,19,19.7,23.3,15.3
17/01/2020 21:00,54.3,38.8,37.8,31.3,27.3,14.8,23.1,23.3,12.9
17/01/2020 22:00,74.4,66.5,63,36.1,30.4,18.4,24.2,21.8,8
17/01/2020 23:00,57,46.9,44.1,34.2,30.9,18.6,26.7,23.7,8
18/01/2020 00:00,24.2,16.5,10.6,35.6,30.4,18.6,25.2,23,9.9
18/01/2020 01:00,21.7,13.6,6.9,32.1,30.1,18.2,23,20.6,8
18/01/2020 02:00,21.2,12.8,5.7,32.3,29.6,17.5,24,21.3,9.4
18/01/2020 03:00,21,12.5,5.8,30.6,27.2,16.7,30.3,27.5,16.2
18/01/2020 04:00,42.2,33.1,26.8,30.2,26.1,15.9,34.5,31.5,20.1
18/01/2020 05:00,50.1,41.5,35,31,27,17.1,29.9,25.7,14.8
18/01/2020 06:00,34.5,24.9,17.3,29.4,24.7,14.8,29.4,26,14.2
18/01/2020 07:00,32.4,24.3,18.2,27.8,22.3,12.1,24.2,21.1,9.7
18/01/2020 08:00,24,16.7,10.3,32.2,24.4,13.2,21.7,18.3,6.9
18/01/2020 09:00,25.6,14.8,9.8,31.3,24,15.5,19.5,16.6,4.5
18/01/2020 10:00,22.8,14.8,9.4,31.2,24.7,15.1,22.7,14.7,3.2
18/01/2020 11:00,23.2,11.8,7.5,28.5,23.3,13.3,21.5,15.3,4.9
18/01/2020 12:00,23.7,12,8,30.8,24.9,14.3,18.6,15.3,3.1
18/01/2020 13:00,34.3,15.6,9.7,34.4,31.5,17.8,18.2,15.7,2.9
18/01/2020 14:00,27.4,12.2,6.1,34.5,28.1,16.2,17.9,16.9,3.6
18/01/2020 15:00,27.9,18.6,11,33.5,30,21.2,21.4,18.1,5.9
18/01/2020 16:00,24.3,13.4,8.4,31.8,26.6,15.4,22.5,18.9,4.8
18/01/2020 17:00,22.9,13.6,6.9,31.6,29.1,15.3,18.4,15.8,4
18/01/2020 18:00,34.9,21.1,17.3,34.4,30.1,18.6,28.7,18.7,7.6
18/01/2020 19:00,39.7,22.9,19.8,41.2,31.5,19,28.7,23.4,10.9
18/01/2020 20:00,28.8,15.1,10.2,40.4,36.8,21.6,26.3,21.7,6.8
18/01/2020 21:00,40.9,27.3,21.9,35.1,35,19.9,21.9,17.8,4.3
18/01/2020 22:00,45.3,34.1,28.6,38.4,43.6,26,24.4,18.3,3.4
18/01/2020 23:00,48.2,37.3,32.5,39.8,45.2,29.6,22.8,19.3,4.3
19/01/2020 00:00,36.2,27.1,21.8,34,33.6,21.5,23.6,19,5
19/01/2020 01:00,49.2,39.7,33.6,31.8,30.8,20.3,25.7,19.6,6
19/01/2020 02:00,25.5,14.7,7.1,33.6,28.5,18.5,24.3,20.4,8.1
19/01/2020 03:00,21.8,13.2,6.3,35.3,30.6,21.5,21.1,17.9,6.1
19/01/2020 04:00,21.4,13,6.4,29.8,24.5,15.2,23.8,20.4,8.7
19/01/2020 05:00,40.4,32.2,26.7,31.4,26.8,17,22.4,18.4,7
19/01/2020 06:00,46,38,31.6,28.4,23.6,14.1,31.2,26.9,15.3
19/01/2020 07:00,47,38.6,32.9,30.1,25.8,14.9,35.7,30.8,19.8
19/01/2020 08:00,21.6,13,6.3,29.7,24.9,14,30.3,27,14.6
19/01/2020 09:00,21.8,12.5,6.4,32.3,28.3,18.6,21.9,17.5,5.2
19/01/2020 10:00,21.5,13.2,7.1,31.9,26.2,15.8,19.2,15.6,2.4
19/01/2020 11:00,22.7,12.8,7.1,34.3,28.6,18,23.5,15.4,2
19/01/2020 12:00,29.1,12.7,6.4,31.1,24.1,14.9,27.8,16.5,2.4
19/01/2020 13:00,26.8,13.8,7.1,33.1,26.5,17.5,20.6,16.1,2.7
19/01/2020 14:00,28.6,20.3,9.3,35.1,30.7,22.3,26.1,17,3.8
19/01/2020 15:00,23.6,14.3,7,37.4,34.1,21.6,26.8,17.7,2.9
19/01/2020 16:00,25.4,14.8,8.6,32.5,30,19.2,21.2,16.1,3
19/01/2020 17:00,30.8,14,7.8,33.7,28.5,17.5,26,20.5,7.2
19/01/2020 18:00,35,17.7,12.4,33.1,27.9,21,33.5,24.1,10
19/01/2020 19:00,48.2,29.8,24.3,36.4,34.6,21.2,28.6,22.9,10
19/01/2020 20:00,65.1,48.3,41,42.9,37.6,29,33.8,24,10.6
19/01/2020 21:00,88.7,71.7,63.8,49.3,38.4,27,30.7,27.3,11.3
19/01/2020 22:00,50.4,38.9,30.8,35.8,34.8,21.3,29.4,24.1,11.8
19/01/2020 23:00,41.6,29.7,20.6,35.5,33.1,20.4,28.4,22.7,10.1
20/01/2020 00:00,45.8,34,27.6,39.1,35.5,23.5,37.6,32,21.3
20/01/2020 01:00,39.2,26.5,20.8,32.5,27.5,15.9,39.5,34.5,21.5
20/01/2020 02:00,28.9,16.8,12.1,31,23.7,14.5,34.1,29.3,16.5
20/01/2020 03:00,26.7,15.4,8.6,32.5,26,16.9,31.7,26.4,14.8
20/01/2020 04:00,28.1,16.9,11.2,30.6,24.9,15.1,27.7,22.7,11.2
20/01/2020 05:00,43.1,32.1,27.2,29,24.6,13.6,27.6,22.2,10.9
20/01/2020 06:00,41.9,31.8,25,27.2,21.6,10.5,22.6,16.8,5
20/01/2020 07:00,37.6,28.1,22,31.9,23.7,13.7,23.9,18.8,6.4
20/01/2020 08:00,22.4,14.8,7.1,29.4,22.9,12.3,23.9,19.6,6.8
20/01/2020 09:00,20.3,12.3,6.1,31.2,24.9,14.5,19.1,15.3,2.4
20/01/2020 10:00,20.4,11.7,5.9,28.8,23.2,13,20.6,17.7,4.7
20/01/2020 11:00,21.2,11.7,6.3,29.3,25.9,14.3,19,15.3,3
20/01/2020 12:00,26.7,11.4,5.6,31.6,27.1,16.8,20.3,14.6,2.9
20/01/2020 13:00,26.2,14.5,9.3,35.2,29.9,20.5,21.9,16.7,4.7
20/01/2020 14:00,21.5,12.8,7.9,35.1,27.5,20,22.1,14.4,2.4
20/01/2020 15:00,21.5,12.6,7,32.6,28,15.8,27.5,14.8,2.6
20/01/2020 16:00,28.8,12.2,8,32.6,26.4,17.8,22.1,16,2.5
20/01/2020 17:00,30.5,12.4,7,29.8,24.2,13.5,23.5,17.8,2.9
20/01/2020 18:00,24.4,13.1,7.5,27.4,21.4,9.3,27.6,15.7,5.2
20/01/2020 19:00,28.2,15.3,8.5,35.6,33,20.7,26,16.7,3.3
20/01/2020 20:00,35,15.7,9.7,35.5,31.7,16,25.7,17.9,3.3
20/01/2020 21:00,39.8,26.9,18.4,35,32.8,19.7,31.6,20.1,6.9
20/01/2020 22:00,62.7,53.5,45.5,36.6,32.2,18.1,25.4,19.9,8
20/01/2020 23:00,48.5,44.2,34.4,35.2,31.9,16.3,26.4,25.5,8.7
21/01/2020 00:00,34.9,23.7,15.1,31.7,27.9,13.9,29.6,25.8,9.1
21/01/2020 01:00,42.5,31.2,23.1,36.9,32.1,20.3,29.1,23.9,6.4
21/01/2020 02:00,48.6,38.7,31,31.5,26,15.7,23.2,17.9,5.5
21/01/2020 03:00,23.4,13.8,6.2,28.9,23,14.2,22.5,17.9,5.3
21/01/2020 04:00,22.8,12.9,6.4,31.1,27.2,15.5,24.6,19.9,8.2
21/01/2020 05:00,39.4,29.4,23.7,28.3,24.1,12.5,23.3,18.7,7
21/01/2020 06:00,35.8,25.5,18.4,29.2,23.5,12.6,34.2,30.2,17.3
21/01/2020 07:00,34.5,25.4,19.2,31.8,24.3,13.6,37.2,31.5,19.7
21/01/2020 08:00,43.3,35.4,29.1,29.1,22.9,12.1,32.5,26.6,14.5
21/01/2020 09:00,40.7,32.8,26,27.3,21,10.2,31.2,27.3,14.1
21/01/2020 10:00,29.6,21.4,14.3,31.2,23.9,14.4,32.5,29,16.5
21/01/2020 11:00,60.1,48.3,41.5,32.8,25.6,16.2,33.6,28.1,15.2
21/01/2020 12:00,42.6,33,26.2,39,32.3,21.5,32.3,27.3,14.3
21/01/2020 13:00,29.8,20.5,12.9,36.6,29.4,19.5,28.9,23.8,10.8
21/01/2020 14:00,25.6,16.8,10,39.5,32.3,22.2,29.5,25.2,12.8
21/01/2020 15:00,45.6,35,28.5,28.1,19.8,10.8,22.4,19.8,7.6
21/01/2020 16:00,33,22.8,16.4,20.6,15.1,3.6,24.1,20.5,7.5
21/01/2020 17:00,23.7,15,7.5,23.6,16.3,6.1,24.4,20.9,7.6
21/01/2020 18:00,25.6,17.4,10,31.2,27.4,16.6,26.2,20.5,8.2
21/01/2020 19:00,41.8,31.9,25.5,39.5,39.7,28.2,30.6,21.5,6.8
21/01/2020 20:00,40.3,26.4,17,43.1,39,28.7,28.5,23.1,8.5
21/01/2020 21:00,49.5,25.2,15.7,38.3,30,17.2,29.1,26.8,11.9
21/01/2020 22:00,72.1,50.6,44.8,36.4,30.3,17.2,29.3,28.4,11.1
21/01/2020 23:00,43.2,30.8,22,37.4,31.5,20.2,32.5,27.4,12.2
22/01/2020 00:00,28.3,16.9,6.4,34.9,32,17.4,29.7,25.6,14.3
22/01/2020 01:00,27.6,15.4,8.5,34.8,32,17.6,35.8,34.1,19.3
22/01/2020 02:00,34.9,22.9,17.2,34,29.6,18.4,38.4,32.3,20.1
22/01/2020 03:00,37,24.6,18.9,33.5,31.7,18.2,31.3,25.9,14.4
